"number","short_description","u_approving_sdm","start_date","state","assigned_to","approval","assignment_group","backout_plan","location","sys_created_on","category","ci_class","u_closure_code","closed_at"
"CHG0527017","EMEA - 00274 Gillingham - Power Switch Over Activity - Multi PSP - DXC child change ","Proyer, Damon","2025-02-06 10:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  No backout plan, it would take 10 minutes to implement a work around.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  10 minutes (yes)
","00274 - Gillingham - United Kingdom","2025-02-03 09:49:10","Hardware","All Servers","Successful","2025-02-28 11:43:50"
"CHG0527019","EMEA - 00274 Gillingham - Power Switch Over Activity - TCS child change","","2025-02-06 10:00:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  No backout plan, it would take 10 minutes to implement a work around.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  10 minutes
","00274 - Gillingham - United Kingdom","2025-02-03 09:51:38","Hardware","All Servers","Successful","2025-03-31 02:26:02"
"CHG0527016","EMEA - 00274 Gillingham - Power Switch Over Activity - PHINIA parent change","Proyer, Damon","2025-02-06 10:00:00","Closed Complete","Veerubhotla, Srinivasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  No backout plan, it would take 10 minutes to implement a work around.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  10 minutes
","00274 - Gillingham - United Kingdom","2025-02-03 09:45:43","Hardware","All Servers","Successful","2025-02-12 08:25:25"
"CHG0527044"," EMEA -Add IDOC rule to provide correct TAX description - Single PSP","","2025-02-06 11:30:00","Closed Complete","Gajja, Raveena","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
revert back with new change DE2-QE2-PH1
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Yes, 1-2 hrs
","10610 - Warwick - United Kingdom","2025-02-04 10:31:38","Software","ADM Applications","Successful","2025-02-11 04:38:04"
"CHG0527051","EMEA - Database related file systems is running out of space in nlskpda22 server - Single-PSP (DXC Change)","","2025-02-07 06:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
1.Reduce volume size. 
2. Restore from backup. 
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
1 Hour (yes)","10671 - Amsterdam CoLocation","2025-02-05 06:16:44","Hardware","Linux Server","Successful","2025-02-25 03:20:04"
"CHG0526903","EMEA - Delphidrive to PHINIA Domain Migration - 10671 - Amsterdam CoLocation - ESXi - Multi PSP- TCS Child Change","Chava, Sri","2025-02-07 21:30:00","Closed Complete","Gajja, Raveena","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10671 - Amsterdam CoLocation","2025-01-28 07:38:22","Hardware","All Servers","Successful","2025-03-03 07:15:18"
"CHG0526897","EMEA - Delphidrive to PHINIA Domain Migration - 10671 - Amsterdam CoLocation - ESXi - Multi PSP-DXC Parent Change","Chava, Sri","2025-02-07 21:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10671 - Amsterdam CoLocation","2025-01-28 07:21:40","Hardware","All Servers","Successful","2025-02-25 05:26:37"
"CHG0526770","Enterprise- Pre-Approved Apply MS Security patches (January -2025) on DT  BigFix infra prod server - Reboot required - DXC Single PSP Change","","2025-02-07 21:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Ans-  Upon RCA if required patches to be uninstalled
Notify the customer and stakeholders and update the RCA details in the Change Tasks.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-  
Minimum : 30 Min. (including)
Maximum : Depends on the unforeseen issue. This might extend out side of the change window. this would happen in a very rare scenario and will be limited to one or two servers only.","10671 - Amsterdam CoLocation","2025-01-18 11:19:25","Hardware","Windows Server","Successful","2025-02-25 05:19:13"
"CHG0527009","EMEA: INC7343010 _ IN: SP: PH: Bucharest DC needs to be rebuilt-Single PSP DXC change","Cazan, Anca","2025-02-07 21:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Will get old DC VM again using backup.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
yes, 30min
","10657 - Bucharest - Romania","2025-02-03 06:35:10","Hardware","Windows Server","Successful","2025-02-25 11:21:06"
"CHG0526762","Global - Need to migrate TOC application  to PHINIA domain - - DXC Child Change","Chava, Sri","2025-02-07 23:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
DXC team will revert the changes.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
10 hrs. Yes.","10671 - Amsterdam CoLocation","2025-01-17 02:03:00","Hardware","All Servers","Successful","2025-03-03 10:38:09"
"CHG0526896","EMEA - Delphidrive to PHINIA Domain Migration - 10304 - Iasi - Romania - Multi PSP PHINIA Child Change","Cazan, Anca","2025-02-08 02:00:00","Closed Complete","Bhuvanagiri, Manasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10304 - Iasi - Romania","2025-01-28 07:15:39","Hardware","All Servers","Successful","2025-02-25 06:29:40"
"CHG0526892","EMEA - Delphidrive to PHINIA Domain Migration - 10304 - Iasi - Romania - Multi PSP-DXC Parent Change","Cazan, Anca","2025-02-08 02:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10304 - Iasi - Romania","2025-01-28 06:28:37","Hardware","All Servers","Successful","2025-02-25 05:20:52"
"CHG0526894","EMEA - Delphidrive to PHINIA Domain Migration - 10304 - Iasi - Romania - Multi PSP TCS Child Change","Cazan, Anca","2025-02-08 02:00:00","Closed Complete","Gajja, Raveena","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Add the Host back to the delphdrive.com
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
2 hr (yes)","10304 - Iasi - Romania","2025-01-28 07:11:19","Hardware","All Servers","Successful","2025-03-03 07:09:29"
"CHG0526742","Global - PH1 -  login/password_change_for_sso Update - TCS Child Change","Naqvi, Masooma","2025-02-08 23:30:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Rever the parameter values
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
1 hours (YES)","20005 - Azure Europe West","2025-01-16 01:53:52","Hardware","All Servers","Successful","2025-04-22 11:06:03"
"CHG0526738","Enterprise- PH1 -  login/password_change_for_sso Update - DXC Parent change","Naqvi, Masooma","2025-02-08 23:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Rever the parameter values
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
1 hours (YES)","20005 - Azure Europe West","2025-01-16 01:36:20","Hardware","All Servers","Successful","2025-02-26 08:25:32"
"CHG0526617","Global - Partition EDID4, FAGL_SPLINFO_VAL in PH1 landscape - DXC Parent Change","Naqvi, Masooma","2025-02-08 23:30:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
The changes will be reverted.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
1 hours (YES)","20005 - Azure Europe West","2025-01-07 02:32:43","Hardware","All Servers","Successful","2025-02-26 08:28:55"
"CHG0526788","Global - Partition EDID4, FAGL_SPLINFO_VAL in PH1 landscape - TCS child Change","Naqvi, Masooma","2025-02-08 23:30:00","Closed Complete","Gajapathy, Suresh Kumar","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
The changes will be reverted.
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
1 hours (YES)","20005 - Azure Europe West","2025-01-20 08:52:19","Hardware","All Servers","Successful","2025-04-22 11:07:11"
"CHG0526975","EMEA - Request to point all the VLAN scopes to PHINIA DNS servers - TCS Single PSP","Wojcik, Rafal","2025-02-10 03:00:00","Closed Complete","Gajja, Raveena","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Ans. If any issue reports, we will remove all the phinia.local DNS servers and add delphidrive DNS servers. Also, domain will be reverted from phinia.local to delphidrive.com.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans. 20 minutes, yes","20032 - Warsaw - Poland","2025-01-30 09:02:50","Network","IP Switch","Successful","2025-03-03 03:17:58"
"CHG0526917","EMEA - Request to point all the VLAN scopes to PHINIA DNS servers for 10250 site - TCS Single PSP","Cazan, Anca","2025-02-11 04:00:00","Closed Complete","Gajja, Raveena","Approved","Change Coordinator_TCS","Q. Mention step by step procedure of back out plan.  
Ans. If any issue reports, we will remove all the phinia.local DNS servers and add delphidrive DNS servers. Also, domain will be reverted from phinia.local to delphidrive.com.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans. 20 minutes, yes","10250 - Menderes - Turkey","2025-01-28 08:12:32","Network","IP Switch","Successful","2025-03-03 03:21:49"
"CHG0527110","Global: PH1 - ASCS gateway restart P2-INC7361114-Single PSP DXC change","Sharma, Ankit, Chava, Sri","2025-02-11 06:15:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
P2 - Resolution - PH1 - ASCS gateway restart P2-INC7361114
Kill the existing gateway process and clean restart of ascs gateway

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?
20 mins, yes
","20005 - Azure Europe West","2025-02-11 06:16:41","Hardware","All Servers","Successful","2025-02-26 02:56:11"
"CHG0527002","EMEA: EOL Project: Decommission few EOL server-yell test and begin decommission-Single PSP DXC change","Chava, Sri, Wojcik, Rafal","2025-02-11 23:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan. 
Ans-: Power on the server again to stop the yell test.

Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Ans-: 3 hours (Yes).","10671 - Amsterdam CoLocation","2025-02-03 00:30:45","Hardware","All Servers","Successful","2025-03-21 11:06:04"
"CHG0526362","EMEA  - Gillingham  - Request for Temp Admin Right on UKGILP-AP23 - Multi PSP - DXC child change","","2025-02-12 07:00:00","Closed Complete","M, Muthuvel","Approved","Change Coordinator_DXC","Q. Mention step by step procedure of back out plan.  
Revoking access
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Bakup is not required only need temp admin rights.","00274 - Gillingham - United Kingdom","2024-12-09 04:39:44","Hardware","Windows Server","Successful","2025-03-03 10:54:44"
"CHG0525685","EMEA  - Gillingham  - Request for Temp Admin Right on UKGILP-AP23 - PHINIA Parent","","2025-02-12 07:00:00","Closed Complete","Veerubhotla, Srinivasa","Approved","Change Coordinator_PHINIA","Q. Mention step by step procedure of back out plan.  
Revoking access
Q. What is the duration required to perform the backout plan and is it included in the scheduled window?  
Bakup is not required only need temp admin rights.","00274 - Gillingham - United Kingdom","2024-10-22 21:01:12","Hardware","Windows Server","Successful","2025-03-03 10:32:24"
